time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4
1.8000000000000012,2.535315556325955,18.027854714861373,7.3481374740883005,3.868757046204209,3.03091537369507,0.0,-2.48726883716024,16.75051737031717,-5.536396117865883,-0.06303155798902049,0.08581726075084144,0.0,416.5624671208173,416.4775421879957,415.6622184018787,414.69107747792594
1.8600000000000012,2.384413935178369,19.05173953268766,7.003224012317166,3.864906719213703,3.036023664497483,0.0,-2.5422907237144825,17.382607998004488,-5.9638860072897355,-0.06655559866618177,0.08374515800775231,0.0,440.0474624635111,439.88188318803657,439.49577526941255,439.200440526939
1.9200000000000013,2.2298099177044337,20.11746327935059,6.635574261556717,3.860868851126181,3.0409932090108214,0.0,-2.6104768830728253,18.14484709106564,-6.295197998582237,-0.06882434570187067,0.08092167645210575,0.0,487.72759673283934,487.52153399635665,487.95744457173697,487.7850590196978
1.9800000000000013,2.0712658431683244,21.22955154248732,6.247108395723903,3.856893774566835,3.0457780344698904,0.0,-2.673665773773184,18.928593737076536,-6.658026074563534,-0.06154865042900817,0.07728945502232143,0.0,487.03151817909855,486.7641972311404,486.0383250123173,486.58058523870955
2.0400000000000014,1.9094830301446999,22.386576252929604,5.832619926729402,3.8534195282046095,3.0503076570202357,0.0,-2.7186621532585025,19.643915727610892,-7.162344764034061,-0.051465173987043325,0.07163826164531593,0.0,442.15584658391344,441.69439009793484,441.65760618202387,442.4863712481451
2.1000000000000014,1.7448983610151076,23.58892302333438,5.388578380425789,3.850848683602509,3.054183843616764,0.0,-2.7670092741095265,20.43948120645021,-7.6439852467522655,-0.029600185781609195,0.0443238967622996,0.0,464.7607019299703,462.61699305344035,462.2754468384296,463.99463618500977
2.1600000000000015,1.5777528696132006,24.83819739765443,4.912389122917994,3.848835995932612,3.0570642633330234,0.0,-2.804246288002431,21.20912230708051,-8.234095032709625,-0.04290794370405548,0.05450683304314336,0.0,433.7854121550431,434.6414003655797,432.6854733368695,431.5627722904787
2.2200000000000015,1.4085159094873705,26.134273311797592,4.398943632283822,3.8464288819942976,3.060322420603015,0.0,-2.8367308042038664,22.00049324502455,-8.886098502425355,-0.03505510332803525,0.05389120018702362,0.0,421.453027828092,421.4019316949943,421.84203028718946,422.518893005019
2.2800000000000016,1.2376107202826394,27.477481698201224,3.843088352531635,3.8444858957193695,3.0633434189358635,0.0,-2.8599520571471793,22.781352721917486,-9.64799877250315,-0.027514027903553232,0.04211459649496651,0.0,389.552292921143,388.4510543123574,388.9027077067374,389.6081110918184
2.3400000000000016,1.0650281071627403,28.871865006133493,3.2434015501245423,3.8425096700951045,3.0654406451674703,0.0,-2.892567613405217,23.70656407206099,-10.348588683042507,-0.04691818820465125,0.014091926951174281,0.0,435.40056449706213,433.04951454674034,436.18612587572153,434.5615776041707
2.4000000000000017,0.8905245183617383,30.323568333462042,2.6002213598043133,3.8399415613809396,3.066212215735643,0.0,-2.924124313004125,24.693234695944916,-11.098411272274225,-0.035632619149196965,0.010273205472380094,0.0,435.29704564965624,434.97715005314313,434.1453905873139,435.09048829070014
2.4600000000000017,0.7140378920984746,31.837430124140244,1.9115205284998218,3.8374409085446928,3.066781618893078,0.0,-2.958656016332154,25.779470036345735,-11.867204183232612,-0.05789219498101876,0.007875834256872768,0.0,450.550297188786,450.35624562315957,450.40545080463374,448.5999918596928
2.520000000000002,0.5354240181785879,33.41938395014697,1.1756023412677175,3.833998471511169,3.067229335506102,0.0,-2.9950422279388933,26.96454659147163,-12.673261158995812,-0.05635751239649047,0.006621014447840309,0.0,460.6078581214016,460.50846582425294,459.8749258892508,459.9943657216728
2.580000000000002,0.3548160247519689,35.073581573740306,0.3874776398147487,3.831297827788008,3.0678148835896053,0.0,-3.025164229781377,28.189602819394853,-13.608438956662528,-0.02869839886039112,0.015394045960363326,0.0,437.01867490363594,437.74944092133666,434.4077823247514,436.7202559770588
2.640000000000002,0.17222171168483755,36.80596200192031,0.0,3.8299557551314134,3.0686304283853865,0.0,-3.061150142368754,29.57191774447416,-14.555862145032807,-0.012024788533800809,0.009721043970798897,0.0,463.68571884204135,463.2395839183183,463.83355886465495,465.1415066237046
